Player,Pos.,Team,Total Value,Avg./Year,Total Guaranteed, Avg. Guarantee/Year, % Guaranteed
Joe Flacco,QB,Ravens,"$66,400,000","$22,133,333","$44,000,000","$14,666,667",66.30%
Aaron Rodgers,QB,Packers,"$110,000,000","$22,000,000","$54,000,000","$10,800,000",49.10%
Russell Wilson,QB,Seahawks,"$87,600,000","$21,900,000","$31,700,000","$7,925,000",36.20%
Ben Roethlisberger,QB,Steelers,"$87,400,000","$21,850,000","$34,250,000","$8,562,500",39.20%
Eli Manning,QB,Giants,"$84,000,000","$21,000,000","$36,500,000","$9,125,000",43.50%
Philip Rivers,QB,Chargers,"$83,250,000","$20,812,500","$37,500,000","$9,375,000",45.00%
Cam Newton,QB,Panthers,"$103,800,000","$20,760,000","$41,000,000","$8,200,000",39.50%
Matt Ryan,QB,Falcons,"$103,750,000","$20,750,000","$42,000,000","$8,400,000",40.50%
Tom Brady,QB,Patriots,"$41,000,000","$20,500,000","$28,000,000","$14,000,000",68.30%
Drew Brees,QB,Saints,"$100,000,000","$20,000,000","$40,000,000","$8,000,000",40.00%
Kirk Cousins,QB,Redskins,"$19,953,000","$19,953,000","$19,953,000","$19,953,000",100.00%
Ryan Tannehill,QB,Dolphins,"$77,000,000","$19,250,000","$21,500,000","$5,375,000",27.90%
Ndamukong Suh,43DT,Dolphins,"$114,375,000","$19,062,500","$59,955,000","$9,992,500",52.40%
Colin Kaepernick,QB,49ers,"$114,000,000","$19,000,000","$12,973,766","$2,162,294",11.40%
Jay Cutler,QB,Bears,"$126,700,000","$18,100,000","$38,000,000","$5,428,571",30.00%
Brock Osweiler,QB,Texans,"$72,000,000","$18,000,000","$37,000,000","$9,250,000",51.40%
Tony Romo,QB,Cowboys,"$108,000,000","$18,000,000","$40,000,000","$6,666,666",37.00%
Matt Stafford,QB,Lions,"$53,000,000","$17,666,667","$33,500,000","$11,166,667",63.20%
Sam Bradford,QB,Eagles,"$35,000,000","$17,500,000","$22,000,000","$11,000,000",62.90%
Alex Smith,QB,Chiefs,"$68,000,000","$17,000,000","$19,000,000","$4,750,000",27.90%
Olivier Vernon,43DE,Giants,"$85,000,000","$17,000,000","$40,000,000","$8,000,000",47.10%
Justin Houston,34OLB,Chiefs,"$101,000,000","$16,833,333","$32,500,000","$5,416,667",32.20%
JJ Watt,34DE,Texans,"$100,000,000","$16,666,667","$20,876,385","$3,479,398",20.90%
Carson Palmer,QB,Cardinals,"$49,500,000","$16,500,000","$14,235,294","$4,745,098",28.80%
Andy Dalton,QB,Bengals,"$96,000,000","$16,000,000","$17,000,000","$2,833,333",17.70%
Marcell Dareus,43DT,Bills,"$95,100,000","$15,850,000","$42,900,000","$7,150,000",45.10%
Muhammad Wilkerson,34DE,Jets,"$15,701,000","$15,701,000",$0,$0,0
AJ Green,WR,Bengals,"$60,000,000","$15,000,000","$26,750,000","$6,687,500",44.60%
Alshon Jeffery,WR,Bears,"$14,599,000","$14,599,000","$14,599,000","$14,599,000",100.00%
Robert Quinn,43DE,Rams,"$57,014,895","$14,253,724","$15,618,583","$3,904,646",27.40%
Malik Jackson,34DE,Jaguars,"$85,500,000","$14,250,000","$31,500,000","$5,250,000",36.80%
Julio Jones,WR,Falcons,"$71,250,000","$14,250,000","$35,500,000","$7,100,000",49.80%
Von Miller,34OLB,Broncos,"$14,129,000","$14,129,000","$14,129,000","$14,129,000",100.00%
Darrelle Revis,CB,Jets,"$70,121,060","$14,024,212","$39,000,000","$7,800,000",55.60%
Patrick Peterson,CB,Cardinals,"$70,050,000","$14,010,000","$16,250,000","$3,250,000",23.20%
Adrian Peterson,RB,Vikings,"$42,000,000","$14,000,000","$13,000,000","$4,333,333",31.00%
Richard Sherman,CB,Seahawks,"$56,000,000","$14,000,000","$12,431,000","$3,107,750",22.20%
Demaryius Thomas,WR,Broncos,"$70,000,000","$14,000,000","$35,000,000","$7,000,000",50.00%
Dez Bryant,WR,Cowboys,"$70,000,000","$14,000,000","$32,000,000","$6,400,000",45.70%
Trumaine Johnson,CB,Rams,"$13,952,000","$13,952,000","$13,952,000","$13,952,000",100.00%
Josh Norman,CB,Panthers,"$13,952,000","$13,952,000",$0,$0,0
Cordy Glenn,LT,Bills,"$13,706,000","$13,706,000","$13,706,000","$13,706,000",100.00%
Gerald McCoy,43DT,Buccaneers,"$95,200,000","$13,600,000","$14,757,308","$2,108,187",15.50%
Joe Haden,CB,Browns,"$67,500,000","$13,500,000","$22,678,193","$4,535,639",33.60%
Clay Matthews,34OLB,Packers,"$66,000,000","$13,200,000","$20,500,000","$4,100,000",31.10%
Trent Williams,LT,Redskins,"$66,000,000","$13,200,000","$30,000,000","$6,000,000",45.50%
TY Hilton,WR,Colts,"$65,000,000","$13,000,000","$11,000,000","$2,200,000",16.90%
Janoris Jenkins,CB,Giants,"$62,500,000","$12,500,000","$28,800,000","$5,760,000",46.10%
Luke Kuechly,ILB,Panthers,"$61,795,295","$12,359,059","$27,000,000","$5,400,000",43.70%
Nick Foles,QB,Rams,"$24,500,000","$12,250,000","$12,022,000","$6,011,000",49.10%
Tyron Smith,LT,Cowboys,"$97,600,000","$12,200,000","$22,118,013","$2,764,752",22.66%
Marshawn Lynch,RB,Seahawks,"$24,000,000","$12,000,000","$12,000,000","$6,000,000",50.00%
Kelechi Osemele,LG,Raiders,"$58,500,000","$11,700,000","$25,400,000","$50,800,000",43.40%
Joe Thomas,LT,Browns,"$80,500,000","$11,500,000","$10,000,000","$1,428,571",12.40%
Ryan Kerrigan,34OLB,Redskins,"$57,500,000","$11,500,000","$23,788,000","$4,757,600",41.40%
Greg Hardy,43DE,Cowboys,"$11,311,600","$11,311,600",$0,$0,0.00%
Lane Johnson,RT,Eagles,"$56,250,000","$11,250,000","$20,862,242","$4,172,448",37.10%
Vincent Jackson,WR,Buccaneers,"$55,555,555","$11,111,111","$26,000,000","$5,200,000",46.80%
Larry Fitzgerald,WR,Cardinals,"$22,000,000","$11,000,000","$22,000,000","$11,000,000",100.00%
Jeremy Maclin,WR,Chiefs,"$55,000,000","$11,000,000","$22,500,000","$4,500,000",40.90%
Cameron Jordan,34DE,Saints,"$55,000,000","$11,000,000","$22,969,000","$4,593,800",41.80%
Calais Campbell,34DE,Cardinals,"$55,000,000","$11,000,000","$17,000,000","$3,400,000",30.90%
Anthony Castonzo,LT,Colts,"$43,812,000","$10,953,000","$18,000,000","$4,500,000",41.10%
Eric Berry,S,Chiefs,"$10,806,000","$10,806,000",$0,$0,0
Bobby Wagner,ILB,Seahawks,"$43,000,000","$10,750,000","$8,977,427","$2,244,357",20.90%
Geno Atkins,43DT,Bengals,"$53,327,000","$10,665,400","$15,000,000","$3,000,000",28.10%
Russell Okung,LT,Broncos,"$53,000,000","$10,600,000",$0,$0,0.00%
Ryan Clady,LT,Broncos,"$52,500,000","$10,500,000","$15,000,000","$3,000,000",28.60%
Byron Maxwell,CB,Dolphins,"$63,000,000","$10,500,000","$25,000,000","$4,166,667",39.70%
Cameron Heyward,34DE,Steelers,"$52,281,000","$10,456,200","$16,000,000","$3,200,000",30.60%
Jimmy Smith,CB,Ravens,"$41,102,000","$10,275,500","$21,000,000","$5,250,000",51.10%
Corey Liuget,34DE,Chargers,"$51,250,000","$10,250,000","$13,977,000","$2,795,400",27.30%
Mike Daniels,34DE,Packers,"$41,000,000","$10,250,000","$12,000,000","$3,000,000",29.30%
Lavonte David,43OLB,Buccaneers,"$50,250,000","$10,050,000","$10,738,418","$2,147,684",21.40%
Nate Solder,LT,Patriots,"$20,062,000","$10,031,000","$19,938,000","$9,969,000",99.40%
Brandon Carr,CB,Cowboys,"$50,100,000","$10,020,000","$25,500,000","$5,100,000",50.90%
Jason Pierre-Paul,43DE,Giants,"$10,000,000","$10,000,000","$8,500,000","$8,500,000",85.00%
D’Brickashaw Ferguson,LT,Jets,"$60,000,000","$10,000,000","$9,222,500","$1,537,083",15.40%
Randall Cobb,WR,Packers,"$40,000,000","$10,000,000","$13,000,000","$3,250,000",32.50%
Earl Thomas,S,Seahawks,"$40,000,000","$10,000,000","$14,225,000","$3,556,250",35.60%
Jimmy Graham,TE,Seahawks,"$40,000,000","$10,000,000","$13,000,000","$3,250,000",32.50%
Kyle Williams,43DT,Bills,"$10,000,000","$10,000,000","$4,500,000","$4,500,000",45.00%
Jordy Nelson,WR,Packers,"$39,050,000","$9,762,500","$11,500,000","$2,875,000",29.40%
Leon Hall,CB,Bengals,"$39,000,000","$9,750,000","$14,037,500","$3,509,375",36.00%
Sam Shields,CB,Packers,"$39,000,000","$9,750,000","$12,500,000","$3,125,000",32.10%
Jason Peters,LT,Eagles,"$38,300,000","$9,575,000","$15,750,000","$3,937,500",41.10%
Lawrence Timmons,ILB,Steelers,"$47,795,750","$9,559,150","$11,000,000","$2,200,000",23.00%
Sean Smith,CB,Raiders,"$38,000,000","$9,500,000","$15,000,000","$3,750,000",39.50%
Aqib Talib,CB,Broncos,"$57,000,000","$9,500,000","$11,500,000","$1,916,667",20.20%
Devin McCourty,S,Patriots,"$47,500,000","$9,500,000","$22,000,000","$4,400,000",46.30%
Branden Albert,LT,Dolphins,"$47,000,000","$9,400,000","$20,000,000","$4,000,000",42.60%
Travis Kelce,TE,Chiefs,"$46,842,000","$9,368,400","$10,517,000","$2,103,400",22.50%
Vinny Curry,43DE,Eagles,"$46,250,000","$9,250,000","$18,000,000","$3,600,000",38.90%
Damon Harrison,43DT,Giants,"$46,250,000","$9,250,000","$20,000,000","$4,000,000",43.20%
Bruce Irvin,43OLB,Raiders,"$37,000,000","$9,250,000","$14,500,000","$3,625,000",39.20%
Julius Thomas,TE,Jaguars,"$46,000,000","$9,200,000","$21,000,000","$4,200,000",45.70%
Derek Wolfe,34DE,Broncos,"$36,700,000","$9,175,000","$12,000,000","$3,000,000",32.00%
Brandon Flowers,CB,Chargers,"$36,400,000","$9,100,000","$18,000,000","$4,500,000",49.50%
NaVorro Bowman,ILB,49ers,"$45,250,000","$9,050,000","$11,000,000","$2,200,000",24.30%
Andrew Whitworth,LT,Bengals,"$9,000,000","$9,000,000","$2,000,000","$2,000,000",22.20%
Alex Mack,C,Falcons,"$45,000,000","$9,000,000","$20,000,000","$4,000,000",44.40%
Tyrone Crawford,43DT,Cowboys,"$45,000,000","$9,000,000","$17,425,000","$3,485,000",38.70%
Rob Gronkowski,TE,Patriots,"$54,000,000","$9,000,000","$13,170,000","$2,195,000",24.40%
Jurrell Casey,34DE,Titans,"$36,000,000","$9,000,000","$13,000,000","$3,250,000",36.10%
Mark Barron,S,Rams,"$45,000,000","$9,000,000","$15,000,000","$3,000,000",33.30%
Jerry Hughes,34OLB,Bills,"$45,000,000","$9,000,000","$17,625,000","$3,525,000",39.20%
Kelvin Beachum,LT,Jaguars,"$45,000,000","$9,000,000","$1,500,000","$300,000",3.30%
Vontae Davis,CB,Colts,"$36,000,000","$9,000,000","$15,000,000","$3,750,000",41.70%
Jairus Byrd,S,Saints,"$54,000,000","$9,000,000","$18,300,000","$3,050,000",33.90%
Mike Pouncey,C,Dolphins,"$44,750,000","$8,950,000","$11,000,000","$2,200,000",24.60%
Rodney Hudson,C,Raiders,"$44,500,000","$8,900,000","$12,650,000","$2,530,000",28.40%
Duane Brown,LT,Texans,"$53,400,000","$8,900,000","$22,081,500","$3,680,250",41.40%
Maurkice Pouncey,C,Steelers,"$44,136,625","$8,827,325","$13,000,000","$2,600,000",29.50%
Brian Cushing,ILB,Texans,"$52,500,000","$8,750,000","$21,000,000","$3,500,000",40.00%
Malcolm Jenkins,S,Eagles,"$35,000,000","$8,750,000","$16,000,000","$4,000,000",45.70%
Arian Foster,RB,Texans,"$43,500,000","$8,700,000","$20,750,000","$4,150,000",47.70%
Brandon Marshall,WR,Jets,"$26,000,000","$8,666,667","$9,000,000","$3,000,000",34.60%
Julius Peppers,34OLB,Packers,"$26,000,000","$8,666,667","$7,500,000","$2,500,000",28.80%
Jason McCourty,CB,Titans,"$43,040,000","$8,608,000","$17,000,000","$3,400,000",39.50%
Michael Crabtree,WR,Raiders,"$34,000,000","$8,500,000","$5,500,000","$1,375,000",16.20%
Jared Odrick,43DE,Jaguars,"$42,500,000","$8,500,000","$17,000,000","$3,400,000",40.00%
Everson Griffen,43DE,Vikings,"$42,500,000","$8,500,000","$19,800,000","$3,960,000",46.60%
John Sullivan,C,Vikings,"$8,500,000","$8,500,000","$1,000,000","$1,000,000",11.80%
Pierre Garcon,WR,Redskins,"$42,500,000","$8,500,000","$13,100,000","$2,620,000",30.80%
"Chris Harris, Jr.",CB,Broncos,"$42,500,000","$8,500,000","$10,000,000","$2,000,000",23.50%
Mario Williams,43DE,Dolphins,"$17,000,000","$8,500,000","$8,485,000","$4,242,500",49.90%
Kareem Jackson,CB,Texans,"$34,000,000","$8,500,000","$20,000,000","$5,000,000",58.80%
Zach Ertz,TE,Eagles,"$42,500,000","$8,500,000","$13,318,527","$2,663,705",31.30%
DeAndre Levy,43OLB,Lions,"$33,740,000","$8,435,000","$13,000,000","$3,250,000",38.50%
Antonio Brown,WR,Steelers,"$41,960,000","$8,392,000","$8,500,000","$1,700,000",20.30%
Cameron Wake,43DE,Dolphins,"$33,200,000","$8,300,000","$17,000,000","$4,250,000",51.20%
Dashon Goldson,S,Redskins,"$41,250,000","$8,250,000","$18,000,000","$3,600,000",43.60%
Ryan Kalil,C,Panthers,"$49,116,000","$8,186,000","$19,000,000","$3,166,667",38.70%
Paul Kruger,34OLB,Browns,"$40,500,000","$8,100,000","$13,000,000","$2,600,000",32.10%
LeSean McCoy,RB,Bills,"$40,050,000","$8,010,000","$18,250,000","$3,650,000",45.60%
Marvin Jones,WR,Lions,"$40,000,000","$8,000,000","$13,000,000","$2,600,000",32.50%
Daryl Washington,ILB,Cardinals,"$32,000,000","$8,000,000","$5,000,000","$1,250,000",15.60%
DeSean Jackson,WR,Redskins,"$24,000,000","$8,000,000","$16,000,000","$5,333,333",66.70%
Torrey Smith,WR,49ers,"$40,000,000","$8,000,000","$8,750,000","$1,750,000",21.90%
Brandon Brooks,RG,Eagles,"$40,000,000","$8,000,000","$17,000,000","$3,400,000",42.50%
Mike Iupati,LG,Cardinals,"$40,000,000","$8,000,000","$15,750,000","$3,150,000",39.40%
Antonio Cromartie,CB,Jets,"$32,000,000","$8,000,000","$7,000,000","$1,750,000",21.90%
Chris Culliver,CB,Redskins,"$32,000,000","$8,000,000","$16,000,000","$4,000,000",50.00%
Marshal Yanda,RG,Ravens,"$31,917,647","$7,979,412","$15,800,000","$3,950,000",49.50%
Carlos Dunlap,43DE,Bengals,"$39,370,000","$7,874,000","$11,700,000","$2,340,000",29.70%
Connor Barwin,34OLB,Eagles,"$31,150,000","$7,787,500","$9,400,000","$2,350,000",30.20%
Pernell McPhee,34OLB,Bears,"$38,750,000","$7,750,000","$8,750,000","$1,750,000",22.60%
Brian Orakpo,34OLB,Titans,"$31,000,000","$7,750,000","$8,000,000","$2,000,000",25.80%
Nick Mangold,C,Jets,"$54,075,000","$7,725,000","$16,097,600","$2,299,657",29.80%
Andrew Luck,QB,Colts,"$38,262,998","$7,652,600","$22,107,998","$5,527,000",100.00%
Charles Clay,TE,Bills,"$38,000,000","$7,600,000","$24,500,000","$4,900,000",64.50%
Greg Olsen,TE,Panthers,"$22,500,000","$7,500,000","$12,000,000","$4,000,000",53.30%
Eugene Monroe,LT,Ravens,"$37,500,000","$7,500,000","$17,500,000","$3,500,000",36.70%
William Beatty,LT,Giants,"$37,500,000","$7,500,000","$18,350,000","$3,670,000",48.90%
Robert Griffin III,QB,Browns,"$15,000,000","$7,500,000","$6,750,000","$3,375,000",45.00%
Joe Staley,LT,49ers,"$44,650,000","$7,441,667","$10,000,000","$1,666,667",22.40%
Jason Witten,TE,Cowboys,"$37,000,000","$7,400,000","$13,532,000","$2,706,400",36.60%
Donald Butler,ILB,Chargers,"$51,800,000","$7,400,000","$11,150,000","$1,592,857",21.50%
Vernon Davis,TE,Broncos,"$36,750,000","$7,350,000","$11,112,000","$2,222,400",30.20%
Dwayne Allen,TE,Colts,"$29,400,000","$7,350,000","$11,500,000","$2,875,000",39.10%
Jerod Mayo,ILB,Patriots,"$22,000,000","$7,333,333","$4,500,000","$1,500,000",20.50%
Johnathan Joseph,CB,Texans,"$22,000,000","$7,333,333","$11,500,000","$3,833,333",38.30%
Adam Jones,CB,Bengals,"$22,000,000","$7,333,333","$6,000,000","$2,000,000",27.30%
Orlando Franklin,LG,Chargers,"$36,500,000","$7,300,000","$16,500,000","$3,300,000",45.20%
Jonathan Stewart,RB,Panthers,"$36,500,000","$7,300,000","$11,500,000","$2,300,000",31.50%
Kyle Rudolph,TE,Vikings,"$36,500,000","$7,300,000","$12,640,000","$2,528,000",34.60%
Eric Decker,WR,Jets,"$36,250,000","$7,250,000","$15,000,000","$3,000,000",41.40%
Mychal Kendricks,ILB,Eagles,"$29,000,000","$7,250,000","$11,746,060","$2,936,515",40.50%
Tashaun Gipson,S,Jaguars,"$36,000,000","$7,200,000","$12,000,000","$2,400,000",33.30%
Coby Fleener,TE,Saints,"$36,000,000","$7,200,000","$14,600,000","$2,920,000",40.60%
David Harris,ILB,Jets,"$21,500,000","$7,166,667","$15,000,000","$5,000,000",69.80%
Victor Cruz,WR,Giants,"$21,500,000","$7,166,667","$2,400,000","$800,000",11.20%
Doug Martin,RB,Buccaneers,"$35,750,000","$7,150,000","$15,000,000","$3,000,000",42.00%
Jared Veldheer,LT,Cardinals,"$35,750,000","$7,150,000","$10,500,000","$2,100,000",29.40%
Michael Bennett,43DE,Seahawks,"$28,500,000","$7,125,000","$10,000,000","$2,500,000",35.10%
Cliff Avril,43DE,Seahawks,"$28,500,000","$7,125,000","$10,000,000","$2,500,000",35.10%
Reshad Jones,S,Dolphins,"$28,012,000","$7,003,000","$15,000,000","$3,750,000",53.50%
Kam Chancellor,S,Seahawks,"$28,002,008","$7,000,502","$7,825,000","$1,956,250",27.90%
Derrick Johnson,ILB,Chiefs,"$21,000,000","$7,000,000","$8,750,000","$2,916,667",41.70%
Jeff Allen,LG,Texans,"$28,000,000","$7,000,000","$12,000,000","$3,000,000",42.90%
Tamba Hali,34OLB,Chiefs,"$21,000,000","$7,000,000","$11,500,000","$3,833,333",54.80%
Chase Daniel,QB,Eagles,"$21,000,000","$7,000,000","$12,000,000","$4,000,000",57.10%
Rodney McLeod,S,Eagles,"$35,000,000","$7,000,000","$13,000,000","$26,000,000",37.10%
Dominique Rodgers-Cromartie,CB,Giants,"$35,000,000","$7,000,000","$11,980,000","$2,396,000",34.20%
Andre Johnson,WR,Colts,"$21,000,000","$7,000,000","$10,000,000","$3,333,333",47.60%
Sean Lee,ILB,Cowboys,"$42,000,000","$7,000,000","$16,130,000","$2,688,333",38.40%
Donte Whitner,S,Browns,"$28,000,000","$7,000,000","$11,000,000","$2,750,000",39.30%
King Dunlap,LT,Chargers,"$28,000,000","$7,000,000","$8,500,000","$2,125,000",30.40%
Brent Grimes,CB,Buccaneers,"$14,000,000","$7,000,000","$7,000,000","$3,500,000",50.00%
Tramon Williams,CB,Browns,"$21,000,000","$7,000,000","$10,000,000","$3,333,333",47.60%
Lamarr Houston,34OLB,Bears,"$35,000,000","$7,000,000","$8,950,000","$1,790,000",25.60%
Jamaal Charles,RB,Chiefs,"$27,750,000","$6,937,500","$3,950,000","$987,500",14.20%
Jason Hatcher,34DE,Redskins,"$27,500,000","$6,875,000","$10,500,000","$2,625,000",38.20%
Desmond Bryant,34DE,Browns,"$34,000,000","$6,800,000","$12,000,000","$2,400,000",35.30%
Derrick Morgan,43DE,Titans,"$27,000,000","$6,750,000","$8,500,000","$2,125,000",31.50%
KJ Wright,43OLB,Seahawks,"$27,000,000","$6,750,000","$8,750,000","$2,187,500",32.40%
Bryan Bulaga,RT,Packers,"$33,750,000","$6,750,000","$8,000,000","$1,600,000",23.70%
Josh Sitton,LG,Packers,"$33,750,000","$6,750,000","$8,500,000","$1,700,000",25.20%
Ahmad Brooks,34OLB,49ers,"$40,400,000","$6,733,333","$8,500,000","$1,416,667",21.00%
Alex Boone,LG,Vikings,"$26,800,000","$6,700,000","$10,000,000","$2,500,000",37.30%
Mitchell Schwartz,RT,Chiefs,"$33,000,000","$6,600,000","$12,660,000","$2,532,000",38.40%
Aaron Williams,S,Bills,"$26,007,844","$6,501,961","$8,750,000","$2,187,500",33.60%
Mohamed Sanu,WR,Falcons,"$32,500,000","$6,500,000","$14,000,000","$2,800,000",43.10%
Lamar Miller,RB,Texans,"$26,000,000","$6,500,000","$14,000,000","$3,500,000",53.80%
Brandon Graham,34OLB,Eagles,"$26,000,000","$6,500,000","$13,000,000","$32,500,000",50.00%
J.R. Sweezy,RG,Buccaneers,"$32,500,000","$6,500,000","$14,500,000","$2,900,000",44.60%
Whitney Mercilus,34OLB,Texans,"$26,000,000","$6,500,000","$10,681,012","$2,670,253",41.10%
Dwayne Bowe,WR,Browns,"$13,000,000","$6,500,000","$9,000,000","$4,500,000",69.20%
DeMarcus Ware,34OLB,Broncos,"$6,500,000","$6,500,000","$2,000,000","$2,000,000",30.80%
Robert Ayers,43DE,Buccaneers,"$19,500,000","$6,500,000","$7,500,000","$2,500,000",38.50%
Eric Weddle,S,Ravens,"$26,000,000","$6,500,000","$9,000,000","$2,250,000",34.60%
Max Unger,C,Saints,"$25,835,000","$6,458,750","$11,500,000","$2,875,000",44.50%
Jermey Parnell,RT,Jaguars,"$32,000,000","$6,400,000","$14,500,000","$2,900,000",45.30%
Dennis Pitta,TE,Ravens,"$32,000,000","$6,400,000","$16,000,000","$3,200,000",50.00%
Chris Ivory,RB,Jaguars,"$32,000,000","$6,400,000","$10,000,000","$2,000,000",31.30%
Alterraun Verner,CB,Buccaneers,"$25,500,000","$6,375,000","$8,000,000","$2,000,000",31.40%
DeMarco Murray,RB,Titans,"$25,500,000","$6,375,000","$12,000,000","$3,000,000",47.10%
Eric Wood,C,Bills,"$25,400,000","$6,350,000","$11,200,000","$2,800,000",44.10%
Rodger Saffold,RG,Rams,"$31,722,233","$6,344,447","$11,000,000","$2,200,000",34.70%
Jameis Winston,QB,Buccaneers,"$25,351,277","$6,337,819","$25,351,277","$6,337,819",100.00%
Jason Kelce,C,Eagles,"$37,667,000","$6,277,833","$10,398,000","$1,733,000",27.70%
Buster Skrine,CB,Jets,"$25,000,000","$6,250,000","$13,000,000","$3,250,000",52.00%
Linval Joseph,43DT,Vikings,"$31,250,000","$6,250,000","$12,500,000","$2,500,000",40.00%
Dan Williams,43DT,Raiders,"$25,000,000","$6,250,000","$15,200,000","$3,800,000",60.80%
Allen Bailey,34DE,Chiefs,"$25,000,000","$6,250,000","$10,000,000","$2,500,000",40.00%
Golden Tate,WR,Lions,"$31,000,000","$6,200,000","$10,500,000","$3,000,000",41.40%
Morgan Burnett,S,Packers,"$24,750,000","$6,187,500","$8,250,000","$2,062,500",33.30%
Cortez Allen,CB,Steelers,"$24,600,000","$6,150,000","$6,750,000","$1,687,500",27.40%
Vontaze Burfict,43OLB,Bengals,"$18,430,000","$6,143,333","$6,900,000","$2,300,000",37.40%
Danny Trevathan,ILB,Bears,"$24,500,000","$6,125,000","$12,000,000","$3,000,000",49.00%
Davon House,CB,Jaguars,"$24,500,000","$6,125,000","$10,000,000","$2,500,000",40.80%
Marcus Mariota,QB,Titans,"$24,213,974","$6,053,494","$24,213,974","$6,053,494",100.00%
Travis Benjamin,WR,Chargers,"$24,000,000","$6,000,000","$13,000,000","$3,250,000",54.20%
Karlos Dansby,ILB,Browns,"$24,000,000","$6,000,000","$12,000,000","$3,000,000",50.00%
Bobby Massie,RT,Bears,"$18,000,000","$6,000,000","$6,500,000","$2,166,667",36.10%
William Moore,S,Falcons,"$30,000,000","$6,000,000","$14,000,000","$2,800,000",46.70%
Anquan Boldin,WR,49ers,"$12,000,000","$6,000,000","$5,500,000","$2,750,000",45.80%
Haloti Ngata,43DT,Lions,"$12,000,000","$6,000,000","$6,000,000","$3,000,000",50.00%
Curtis Lofton,ILB,Raiders,"$18,000,000","$6,000,000","$6,500,000","$2,166,667",36.10%
Jahri Evans,RG,Saints,"$18,000,000","$6,000,000","$8,403,000","$2,801,000",46.70%
Percy Harvin,WR,Bills,"$6,000,000","$6,000,000","$5,900,000","$5,900,000",98.30%
Marcus Gilbert,RT,Steelers,"$30,000,000","$6,000,000","$7,650,000","$7,650,000",25.50%
Thomas Davis,43OLB,Panthers,"$18,000,000","$6,000,000","$1,000,000","$3,333,333",55.60%
Austin Howard,RT,Raiders,"$30,000,000","$6,000,000","$9,900,000","$1,980,000",33.00%
Jordan Cameron,TE,Dolphins,"$6,000,000","$6,000,000","$5,000,000","$5,000,000",83.30%
Roddy White,WR,Falcons,"$18,000,000","$6,000,000","$7,550,000","$2,516,667",41.90%
George Iloka,S,Bengals,"$30,000,000","$6,000,000","$5,000,000","$1,000,000",16.70%
Ben Grubbs,LG,Chiefs,"$24,000,000","$6,000,000","$6,600,000","$1,650,000",27.50%
Donald Penn,LT,Raiders,"$11,900,000","$5,950,000","$5,500,000","$2,750,000",46.20%
Da’Norris Searcy,S,Titans,"$23,750,000","$5,937,500","$7,000,000","$1,750,000",29.50%
Louis Vasquez,RG,Broncos,"$23,500,000","$5,875,000","$7,000,000","$1,750,000",29.80%
"Dante Fowler, Jr.",43DE,Jaguars,"$23,490,240","$5,872,560","$23,490,240","$5,872,560",100.00%
William Hayes,43DE,Rams,"$17,500,000","$5,833,333","$10,000,000","$3,333,333",57.10%
Andy Levitre,LG,Falcons,"$23,250,000","$5,812,500","$5,500,000","$1,375,000",23.70%
Mike Wallace,WR,Ravens,"$11,500,000","$5,750,000","$4,500,000","$2,250,000",39.10%
Jeremy Lane,CB,Seahawks,"$23,000,000","$5,750,000","$7,000,000","$1,750,000",30.40%
Robert Mathis,34OLB,Colts,"$17,000,000","$5,666,667","$2,294,118","$764,706",13.50%
Coty Sensabaugh,CB,Rams,"$17,000,000","$5,666,667","$5,500,000","$1,833,333",32.40%
Amari Cooper,WR,Raiders,"$22,663,120","$5,665,780","$22,663,120","$5,665,780",100.00%
T.J. Ward,S,Broncos,"$22,500,000","$5,625,000","$7,000,000","$1,750,000",31.10%
Brian Robison,43DE,Vikings,"$22,400,000","$5,600,000","$5,000,000","$1,000,000",22.30%
Jadeveon Clowney,34OLB,Texans,"$22,272,998","$5,568,250","$22,272,998","$5,568,250",100.00%
Joseph Barksdale,RT,Chargers,"$22,200,000","$5,550,000","$10,500,000","$2,625,000",47.30%
Eric Fisher,LT,Chiefs,"$22,190,498","$5,547,625","$22,190,498","$5,547,625",100.00%
D\’Qwell Jackson,ILB,Colts,"$22,000,000","$5,500,000","$10,130,000","$2,532,500",46.00%
Antonio Gates,TE,Chargers,"$11,000,000","$5,500,000","$6,000,000","$3,000,000",54.50%
Marcus Gilchrist,S,Jets,"$22,000,000","$5,500,000","$3,500,000","$875,000",15.90%
Jabaal Sheard,34OLB,Patriots,"$11,000,000","$5,500,000","$5,000,000","$2,500,000",45.50%
Prince Amukamara,CB,Jaguars,"$5,500,000","$5,500,000","$3,000,000","$3,000,000",54.50%
Will Hill,S,Ravens,"$5,458,000","$5,458,000","$4,160,000","$4,160,000",76.20%
Lardarius Webb,CB,Ravens,"$16,250,000","$5,416,667","$5,250,000","$1,750,000",32.30%
Greg Robinson,LT,Rams,"$21,284,098","$5,321,025","$21,284,098","$5,321,025",100.00%
Brandon Scherff,RT,Redskins,"$21,215,638","$5,303,910","$21,215,638","$5,303,910",100.00%
Luke Joeckel,LT,Jaguars,"$21,201,598","$5,300,400","$21,201,598","$5,300,400",100.00%
Derek Newton,RT,Texans,"$26,500,000","$5,300,000","$10,000,000","$2,000,000",37.70%
Antoine Bethea,S,49ers,"$21,000,000","$5,250,000","$6,250,000","$1,562,500",29.80%
